item,condition,n,mean,sd,median,iqr
intermediality_index,A,9,2.861111111111111,2.008229596214315,3.25,1.25
intermediality_index,B,9,3.0833333333333335,1.8708286933869709,3.25,2.5
intermediality_index,C,9,3.1944444444444446,1.3274610268394993,3.5,1.5
agency_index,A,9,2.1481481481481484,1.8036314534164364,2.666666666666667,1.0
agency_index,B,9,0.6296296296296295,1.8291197370171477,1.0,1.6666666666666665
agency_index,C,9,1.1851851851851853,1.659242724785342,1.666666666666667,1.6666666666666665
